proveedor,archivo,rut_empresa,numero_cuenta,numero_boleta,fecha_emision,periodo_facturado,consumo_total_m3,iva,total_a_pagar,vencimiento,estado,monto_periodo,consumo_total,fecha_vencimiento
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202103.pdf,61.808.000-5,,,,,,,,24-MAR-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202104.pdf,61.808.000-5,,,,,,,,26-ABR-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202105.pdf,61.808.000-5,,,,,,,,25-MAY-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202106.pdf,61.808.000-5,,,,,,,,23-JUN-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202107.pdf,61.808.000-5,,,,,,,,26-JUL-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202108.pdf,61.808.000-5,,,,,,,,25-AGO-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202109.pdf,61.808.000-5,,,,,,,,24-SEP-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202110.pdf,61.808.000-5,,,,,,,,25-OCT-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202111.pdf,61.808.000-5,,,,,,,,24-NOV-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202112.pdf,61.808.000-5,,,,,,,,24-DIC-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202201.pdf,61.808.000-5,,,,,,,,25-ENE-2022,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202202.pdf,61.808.000-5,,,,,,,,23-FEB-2022,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202203.pdf,61.808.000-5,,,,,,,,23-MAR-2022,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202204.pdf,61.808.000-5,,,,,,,,25-ABR-2022,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202205.pdf,61.808.000-5,,,,,,,,25-MAY-2022,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202206.pdf,61.808.000-5,,,,,,,,23-JUN-2022,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202207.pdf,61.808.000-5,,,,,,,,25-JUL-2022,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202208.pdf,61.808.000-5,,,,,,,,25-AGO-2022,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202209.pdf,61.808.000-5,2392496-K,221235190,03-SEP-2022,02-09-2022,1.13,17.0,20.0,26-SEP-2022,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202210.pdf,61.808.000-5,2392496-K,223111542,03-OCT-2022,03-10-2022,2.26,28.0,34.0,24-OCT-2022,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202211.pdf,61.808.000-5,2392496-K,225008842,03-NOV-2022,02-11-2022,19.08,19.0,22.0,24-NOV-2022,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202212.pdf,61.808.000-5,2392496-K,226878422,02-DIC-2022,02-12-2022,3.5,40.0,48.0,26-DIC-2022,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202301.pdf,61.808.000-5,2392496-K,228795837,02-ENE-2023,02-01-2023,2.09,27.0,32.0,25-ENE-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202302.pdf,61.808.000-5,2392496-K,231927585,02-FEB-2023,02-02-2023,1.14,18.0,21.0,22-FEB-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202303.pdf,61.808.000-5,2392496-K,234053724,03-MAR-2023,02-03-2023,3.35,40.0,48.0,27-MAR-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202304.pdf,61.808.000-5,2392496-K,236007109,02-ABR-2023,02-04-2023,2.19,28.0,34.0,24-ABR-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202305.pdf,61.808.000-5,2392496-K,237891795,03-MAY-2023,03-05-2023,2.21,29.0,34.0,25-MAY-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202306.pdf,61.808.000-5,2392496-K,239847529,02-JUN-2023,02-06-2023,1.07,17.0,21.0,23-JUN-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202307.pdf,61.808.000-5,2392496-K,241771751,03-JUL-2023,03-07-2023,2.17,28.0,34.0,25-JUL-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202308.pdf,61.808.000-5,2392496-K,243621246,02-AGO-2023,02-08-2023,1.1,18.0,21.0,24-AGO-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202309.pdf,61.808.000-5,2392496-K,245645827,02-SEP-2023,02-09-2023,1.04,17.0,20.0,25-SEP-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202310.pdf,61.808.000-5,2392496-K,247559292,03-OCT-2023,03-10-2023,3.35,40.0,48.0,24-OCT-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202311.pdf,61.808.000-5,2392496-K,249556897,03-NOV-2023,03-11-2023,1.1,18.0,21.0,24-NOV-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202312.pdf,61.808.000-5,1896693-K,251456993,02-DIC-2023,02-12-2023,0,704.0,838.0,22-DIC-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202401.pdf,61.808.000-5,2392496-K,253414875,02-ENE-2024,02-01-2024,2.06,27.0,32.0,23-ENE-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202402.pdf,61.808.000-5,2392496-K,255295821,02-FEB-2024,02-02-2024,2.31,30.0,36.0,22-FEB-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202403.pdf,61.808.000-5,1896693-K,257503606,02-MAR-2024,02-03-2024,0,729.0,868.0,21-MAR-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202404.pdf,61.808.000-5,2392496-K,259432615,02-ABR-2024,02-04-2024,1.09,18.0,21.0,20-ABR-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202405.pdf,61.808.000-5,2392496-K,261607785,02-MAY-2024,02-05-2024,4.73,55.0,65.0,22-MAY-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202406.pdf,61.808.000-5,2392496-K,263527192,02-JUN-2024,02-06-2024,2.31,30.0,36.0,21-JUN-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202407.pdf,61.808.000-5,2392496-K,265583755,02-JUL-2024,02-07-2024,2.32,30.0,36.0,22-JUL-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202408.pdf,61.808.000-5,2392496-K,267556360,02-AGO-2024,02-08-2024,2.27,30.0,36.0,21-AGO-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202409.pdf,61.808.000-5,2392496-K,269530360,02-SEP-2024,02-09-2024,1.12,18.0,22.0,21-SEP-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202410.pdf,61.808.000-5,2392496-K,271478991,02-OCT-2024,02-10-2024,6.84,79.0,94.0,22-OCT-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202411.pdf,61.808.000-5,2392496-K,273548366,02-NOV-2024,02-11-2024,5.54,65.0,77.0,21-NOV-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202412.pdf,61.808.000-5,2392496-K,275495802,02-DIC-2024,02-12-2024,1.14,19.0,23.0,21-DIC-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202501.pdf,61.808.000-5,2392496-K,277479269,02-ENE-2025,02-01-2025,8.21,93.0,11.0,22-ENE-2025,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202502.pdf,61.808.000-5,2392496-K,279467978,02-FEB-2025,01-02-2025,2.26,31.0,37.0,20-FEB-2025,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202503.pdf,61.808.000-5,2392496-K,281402578,03-MAR-2025,03-03-2025,2.37,32.0,38.0,21-MAR-2025,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202504.pdf,61.808.000-5,2392496-K,283385252,02-ABR-2025,02-04-2025,2.51,33.0,40.0,22-ABR-2025,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202505.pdf,61.808.000-5,2392496-K,285459739,02-MAY-2025,02-05-2025,0.96,17.0,20.0,22-MAY-2025,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202506.pdf,61.808.000-5,2392496-K,287463120,02-JUN-2025,02-06-2025,2.17,30.0,35.0,21-JUN-2025,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202507.pdf,61.808.000-5,2392496-K,289466820,02-JUL-2025,02-07-2025,1.08,19.0,22.0,22-JUL-2025,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202508.pdf,61.808.000-5,2392496-K,291449030,02-AGO-2025,02-08-2025,1.09,19.0,23.0,21-AGO-2025,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202008.pdf,61.808.000-5,,,,,,,,24-AGO-2020,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202009.pdf,61.808.000-5,,,,,,,,24-SEP-2020,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202010.pdf,61.808.000-5,,,,,,,,26-OCT-2020,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202011.pdf,61.808.000-5,,,,,,,,24-NOV-2020,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202012.pdf,61.808.000-5,,,,,,,,24-DIC-2020,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202101.pdf,61.808.000-5,,,,,,,,25-ENE-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202102.pdf,61.808.000-5,,,,,,,,23-FEB-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202103.pdf,61.808.000-5,,,,,,,,24-MAR-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202104.pdf,61.808.000-5,,,,,,,,26-ABR-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202105.pdf,61.808.000-5,,,,,,,,25-MAY-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202106.pdf,61.808.000-5,,,,,,,,23-JUN-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202107.pdf,61.808.000-5,,,,,,,,26-JUL-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202108.pdf,61.808.000-5,,,,,,,,25-AGO-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202109.pdf,61.808.000-5,,,,,,,,24-SEP-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202110.pdf,61.808.000-5,,,,,,,,25-OCT-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202111.pdf,61.808.000-5,,,,,,,,24-NOV-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202112.pdf,61.808.000-5,,,,,,,,24-DIC-2021,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202201.pdf,61.808.000-5,,,,,,,,25-ENE-2022,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202202.pdf,61.808.000-5,,,,,,,,23-FEB-2022,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202203.pdf,61.808.000-5,,,,,,,,23-MAR-2022,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202204.pdf,61.808.000-5,,,,,,,,25-ABR-2022,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202205.pdf,61.808.000-5,,,,,,,,25-MAY-2022,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202206.pdf,61.808.000-5,,,,,,,,23-JUN-2022,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202207.pdf,61.808.000-5,,,,,,,,25-JUL-2022,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202208.pdf,61.808.000-5,,,,,,,,25-AGO-2022,ERROR: Datos incompletos,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202209.pdf,61.808.000-5,2392232-0,221235444,03-SEP-2022,02-09-2022,12.48,12.0,14.0,26-SEP-2022,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202210.pdf,61.808.000-5,2392232-0,223110739,03-OCT-2022,03-10-2022,11.3,11.0,13.0,24-OCT-2022,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202211.pdf,61.808.000-5,2392232-0,225007982,03-NOV-2022,02-11-2022,14.59,14.0,17.0,24-NOV-2022,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202212.pdf,61.808.000-5,2392232-0,226878656,02-DIC-2022,02-12-2022,16.37,16.0,19.0,26-DIC-2022,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202301.pdf,61.808.000-5,2392232-0,228795078,02-ENE-2023,02-01-2023,14.66,15.0,17.0,25-ENE-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202302.pdf,61.808.000-5,2392232-0,231927331,02-FEB-2023,02-02-2023,18.39,18.0,22.0,22-FEB-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202303.pdf,61.808.000-5,2392232-0,234052522,03-MAR-2023,02-03-2023,16.77,17.0,20.0,27-MAR-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202304.pdf,61.808.000-5,2392232-0,235998228,02-ABR-2023,02-04-2023,16.44,17.0,20.0,24-ABR-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202305.pdf,61.808.000-5,2392232-0,237891538,03-MAY-2023,03-05-2023,21.05,21.0,25.0,25-MAY-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202306.pdf,61.808.000-5,2392232-0,239847273,02-JUN-2023,02-06-2023,39.71,40.0,47.0,23-JUN-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202307.pdf,61.808.000-5,2392232-0,241772521,03-JUL-2023,03-07-2023,34.87,35.0,42.0,25-JUL-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202308.pdf,61.808.000-5,2392232-0,243621499,02-AGO-2023,02-08-2023,27.61,28.0,33.0,24-AGO-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202309.pdf,61.808.000-5,2392232-0,245646152,02-SEP-2023,02-09-2023,28.15,28.0,28.0,25-SEP-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202310.pdf,61.808.000-5,2392232-0,247559554,03-OCT-2023,03-10-2023,31.31,31.0,38.0,24-OCT-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202311.pdf,61.808.000-5,2392232-0,249557114,03-NOV-2023,03-11-2023,26.56,27.0,32.0,24-NOV-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202312.pdf,61.808.000-5,2392232-0,251470550,02-DIC-2023,02-12-2023,27.74,28.0,33.0,22-DIC-2023,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202401.pdf,61.808.000-5,2392232-0,253413238,02-ENE-2024,02-01-2024,25.78,26.0,31.0,23-ENE-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202402.pdf,61.808.000-5,2392232-0,255296055,02-FEB-2024,02-02-2024,31.31,32.0,38.0,22-FEB-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202403.pdf,61.808.000-5,1896540-2,257503777,02-MAR-2024,02-03-2024,13.54,14.0,17.0,21-MAR-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202404.pdf,61.808.000-5,2392232-0,259432399,02-ABR-2024,02-04-2024,31.8,32.0,39.0,20-ABR-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202405.pdf,61.808.000-5,2392232-0,261607524,02-MAY-2024,02-05-2024,29.6,30.0,36.0,22-MAY-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202406.pdf,61.808.000-5,2392232-0,263517842,02-JUN-2024,02-06-2024,21.95,22.0,27.0,21-JUN-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202407.pdf,61.808.000-5,2392232-0,265585510,02-JUL-2024,02-07-2024,27.93,29.0,34.0,22-JUL-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202408.pdf,61.808.000-5,2392232-0,267556068,02-AGO-2024,02-08-2024,27.29,28.0,33.0,21-AGO-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202409.pdf,61.808.000-5,2392232-0,269530121,02-SEP-2024,02-09-2024,25.96,27.0,32.0,21-SEP-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202410.pdf,61.808.000-5,2392232-0,271478699,02-OCT-2024,02-10-2024,28.53,30.0,36.0,22-OCT-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202411.pdf,61.808.000-5,2392232-0,273547650,02-NOV-2024,02-11-2024,28.83,30.0,36.0,21-NOV-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202412.pdf,61.808.000-5,2392232-0,275495049,02-DIC-2024,02-12-2024,27.36,29.0,34.0,21-DIC-2024,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202501.pdf,61.808.000-5,2392232-0,277479691,02-ENE-2025,02-01-2025,22.58,24.0,28.0,22-ENE-2025,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202502.pdf,61.808.000-5,2392232-0,279468205,02-FEB-2025,01-02-2025,28.27,30.0,36.0,20-FEB-2025,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202503.pdf,61.808.000-5,2392232-0,281392372,03-MAR-2025,03-03-2025,23.72,25.0,30.0,21-MAR-2025,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202504.pdf,61.808.000-5,2392232-0,283385929,02-ABR-2025,02-04-2025,28.96,31.0,36.0,22-ABR-2025,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202505.pdf,61.808.000-5,2392232-0,285459954,02-MAY-2025,02-05-2025,18.28,19.0,23.0,22-MAY-2025,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202506.pdf,61.808.000-5,2392232-0,287463738,02-JUN-2025,02-06-2025,28.3,30.0,36.0,21-JUN-2025,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202507.pdf,61.808.000-5,2392232-0,289466652,02-JUL-2025,02-07-2025,19.5,21.0,25.0,22-JUL-2025,OK,,,
Aguas Andinas,ARGOMEDO_AGUAS_ANDINAS_SALA_202508.pdf,61.808.000-5,2392232-0,291445820,02-AGO-2025,02-08-2025,25.16,27.0,33.0,21-AGO-2025,OK,,,
Enel,ARGOMEDO_ENEL_202001.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202002.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202003.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202004.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202005.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202006.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202007.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202008.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202009.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202010.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202011.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202012.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202101.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202102.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202103.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202104.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202105.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202106.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202107.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202108.pdf,96.800.570-7,,,,,,,,,ERROR: Datos incompletos,,,
Enel,ARGOMEDO_ENEL_202109.pdf,96.800.570-7,2995940,,02 Oct 2021,,,,14.0,,ERROR: Datos incompletos,14.0,12480 kWh,20 Oct 2021
Enel,ARGOMEDO_ENEL_202110.pdf,96.800.570-7,2995940,,31 Oct 2021,,,,14.0,,ERROR: Datos incompletos,15.0,12360 kWh,18 Nov 2021
Enel,ARGOMEDO_ENEL_202111.pdf,96.800.570-7,2995940,,25 Nov 2021,,,,14.0,,ERROR: Datos incompletos,16.0,12000 kWh,14 Dic 2021
Enel,ARGOMEDO_ENEL_202112.pdf,96.800.570-7,2995940,,21 Dic 2021,,,,13.0,,ERROR: Datos incompletos,16.0,11220 kWh,06 Ene 2022
Enel,ARGOMEDO_ENEL_202201.pdf,96.800.570-7,2995940,,19 Ene 2022,,,,14.0,,ERROR: Datos incompletos,16.0,11520 kWh,07 Feb 2022
Enel,ARGOMEDO_ENEL_202202.pdf,96.800.570-7,2995940,,17 Feb 2022,,,,14.0,,ERROR: Datos incompletos,15.0,11820 kWh,04 Mar 2022
Enel,ARGOMEDO_ENEL_202203.pdf,96.800.570-7,2995940,,17 Mar 2022,,,,13.0,,ERROR: Datos incompletos,15.0,10860 kWh,01 Abr 2022
Enel,ARGOMEDO_ENEL_202204.pdf,96.800.570-7,2995940,,20 Abr 2022,,,,13.0,,ERROR: Datos incompletos,15.0,11460 kWh,05 May 2022
Enel,ARGOMEDO_ENEL_202205.pdf,96.800.570-7,2995940,,18 May 2022,,,,14.0,,ERROR: Datos incompletos,14.0,11700 kWh,02 Jun 2022
Enel,ARGOMEDO_ENEL_202206.pdf,96.800.570-7,2995940,,17 Jun 2022,,,,15.0,,ERROR: Datos incompletos,14.0,13080 kWh,06 Jul 2022
Enel,ARGOMEDO_ENEL_202207.pdf,96.800.570-7,2995940,,19 Jul 2022,,,,16.0,,ERROR: Datos incompletos,15.0,12900 kWh,03 Ago 2022
Enel,ARGOMEDO_ENEL_202208.pdf,96.800.570-7,2995940,,18 Ago 2022,,,,15.0,,ERROR: Datos incompletos,15.0,12480 kWh,02 Sep 2022
Enel,ARGOMEDO_ENEL_202209.pdf,96.800.570-7,2995940,,20 Sep 2022,,,,16.0,,ERROR: Datos incompletos,13.0,13080 kWh,05 Oct 2022
Enel,ARGOMEDO_ENEL_202210.pdf,96.800.570-7,2995940,,19 Oct 2022,,,,15.0,,ERROR: Datos incompletos,14.0,12240 kWh,07 Nov 2022
Enel,ARGOMEDO_ENEL_202211.pdf,96.800.570-7,2995940,,18 Nov 2022,,,,15.0,,ERROR: Datos incompletos,16.0,12660 kWh,05 Dic 2022
Enel,ARGOMEDO_ENEL_202212.pdf,96.800.570-7,2995940,290984009,20 Dic 2022,,,,15.0,,OK,16.0,12120 kWh,05 Ene 2023
Enel,ARGOMEDO_ENEL_202301.pdf,96.800.570-7,2995940,292881113,19 Ene 2023,,,,15.0,,OK,16.0,12300 kWh,03 Feb 2023
Enel,ARGOMEDO_ENEL_202302.pdf,96.800.570-7,2995940,294822331,17 Feb 2023,,,,13.0,,OK,17.0,9480 kWh,06 Mar 2023
