archivo_pdf,empresa,nro_documento,total_a_pagar,id_cliente,fecha_emision,fecha_vencimiento,consumo_periodo,estado
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202111.pdf,Aguas Andinas,,879452,2392497-8,03-NOV-2021,24-NOV-2021,921.32387719 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202112.pdf,Aguas Andinas,,926432,2392497-8,03-DIC-2021,24-DIC-2021,934.00407943 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202201.pdf,Aguas Andinas,,888242,2392497-8,02-ENE-2022,25-ENE-2022,89547 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202202.pdf,Aguas Andinas,,734400,2392497-8,03-FEB-2022,23-FEB-2022,740.25323318 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202203.pdf,Aguas Andinas,,783474,2392497-8,02-MAR-2022,23-MAR-2022,756.88344410 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202204.pdf,Aguas Andinas,,876631,2392497-8,02-ABR-2022,25-ABR-2022,846.96385400 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202205.pdf,Aguas Andinas,,1109976,2392497-8,03-MAY-2022,25-MAY-2022,10654 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202206.pdf,Aguas Andinas,,1180619,2392497-8,03-JUN-2022,23-JUN-2022,1098.76515834 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202207.pdf,Aguas Andinas,,1292235,2392497-8,04-JUL-2022,25-JUL-2022,1201.86564237 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202208.pdf,Aguas Andinas,,1330039,2392497-8,03-AGO-2022,25-AGO-2022,1190.84580070 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202209.pdf,Aguas Andinas,,1211529,2392497-8,03-SEP-2022,26-SEP-2022,108467 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202210.pdf,Aguas Andinas,,1212465,2392497-8,03-OCT-2022,24-OCT-2022,104435 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202211.pdf,Aguas Andinas,,4,2392497-8,03-NOV-2022,24-NOV-2022,90045 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202212.pdf,Aguas Andinas,,1171871,2392497-8,02-DIC-2022,26-DIC-2022,100936 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202301.pdf,Aguas Andinas,,947663,2392497-8,02-ENE-2023,25-ENE-2023,8106 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202302.pdf,Aguas Andinas,,1097936,2392497-8,02-FEB-2023,22-FEB-2023,93485 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202303.pdf,Aguas Andinas,,823635,2392497-8,03-MAR-2023,27-MAR-2023,69321 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202304.pdf,Aguas Andinas,,935350,2392497-8,02-ABR-2023,24-ABR-2023,78733 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202305.pdf,Aguas Andinas,,1260915,2392497-8,03-MAY-2023,25-MAY-2023,106162 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202306.pdf,Aguas Andinas,,1195859,2392497-8,02-JUN-2023,23-JUN-2023,100681 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202307.pdf,Aguas Andinas,,1468856,2392497-8,03-JUL-2023,25-JUL-2023,123681 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202308.pdf,Aguas Andinas,,1508773,2392497-8,02-AGO-2023,24-AGO-2023,127044 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202309.pdf,Aguas Andinas,,1400607,2392497-8,02-SEP-2023,25-SEP-2023,117931 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202310.pdf,Aguas Andinas,,1455740,2392497-8,03-OCT-2023,24-OCT-2023,122576 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202311.pdf,Aguas Andinas,,1317474,2392497-8,03-NOV-2023,24-NOV-2023,110927 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202312.pdf,Aguas Andinas,,648170,1896694-8,02-DIC-2023,22-DIC-2023,54538 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202401.pdf,Aguas Andinas,,1080725,2392497-8,02-ENE-2024,23-ENE-2024,90981 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202402.pdf,Aguas Andinas,,,2392497-8,02-FEB-2024,22-FEB-2024,83625 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202403.pdf,Aguas Andinas,,440484,1896694-8,02-MAR-2024,21-MAR-2024,36445 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202404.pdf,Aguas Andinas,,5,2392497-8,02-ABR-2024,20-ABR-2024,86976 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202405.pdf,Aguas Andinas,,1244885,2392497-8,02-MAY-2024,22-MAY-2024,103131 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202406.pdf,Aguas Andinas,,1313581,2392497-8,02-JUN-2024,21-JUN-2024,108826 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202407.pdf,Aguas Andinas,,1668580,2392497-8,02-JUL-2024,22-JUL-2024,138256 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202408.pdf,Aguas Andinas,,1767685,2392497-8,02-AGO-2024,21-AGO-2024,146472 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202409.pdf,Aguas Andinas,,1515253,2392497-8,02-SEP-2024,21-SEP-2024,125545 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202410.pdf,Aguas Andinas,,1525274,2392497-8,02-OCT-2024,22-OCT-2024,122463 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202411.pdf,Aguas Andinas,,1320670,2392497-8,02-NOV-2024,21-NOV-2024,106026 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202412.pdf,Aguas Andinas,,1553355,2392497-8,02-DIC-2024,21-DIC-2024,124719 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202501.pdf,Aguas Andinas,,1062629,2392497-8,02-ENE-2025,22-ENE-2025,85296 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202502.pdf,Aguas Andinas,,1,2392497-8,02-FEB-2025,20-FEB-2025,97703 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202503.pdf,Aguas Andinas,,973777,2392497-8,03-MAR-2025,21-MAR-2025,78158 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202504.pdf,Aguas Andinas,,1431953,2392497-8,02-ABR-2025,22-ABR-2025,114966 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202505.pdf,Aguas Andinas,,1167712,2392497-8,02-MAY-2025,22-MAY-2025,93738 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202506.pdf,Aguas Andinas,,1717690,2392497-8,02-JUN-2025,21-JUN-2025,137921 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202507.pdf,Aguas Andinas,,1472789,2392497-8,02-JUL-2025,22-JUL-2025,1152.79 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_CALDERA_202508.pdf,Aguas Andinas,,1745742,2392497-8,02-AGO-2025,21-AGO-2025,1366.57 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202008.pdf,Aguas Andinas,,680,2392231-2,02-AGO-2020,24-AGO-2020,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202009.pdf,Aguas Andinas,,680,2392231-2,02-SEP-2020,24-SEP-2020,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202010.pdf,Aguas Andinas,,680,2392231-2,02-OCT-2020,26-OCT-2020,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202011.pdf,Aguas Andinas,,680,2392231-2,03-NOV-2020,24-NOV-2020,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202012.pdf,Aguas Andinas,,683,2392231-2,03-DIC-2020,24-DIC-2020,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202101.pdf,Aguas Andinas,,664,2392231-2,02-ENE-2021,25-ENE-2021,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202102.pdf,Aguas Andinas,,492,2392231-2,02-FEB-2021,23-FEB-2021,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202103.pdf,Aguas Andinas,,664,2392231-2,03-MAR-2021,24-MAR-2021,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202104.pdf,Aguas Andinas,,684,2392231-2,02-ABR-2021,26-ABR-2021,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202105.pdf,Aguas Andinas,,684,2392231-2,03-MAY-2021,25-MAY-2021,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202106.pdf,Aguas Andinas,,684,2392231-2,03-JUN-2021,23-JUN-2021,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202107.pdf,Aguas Andinas,,684,2392231-2,03-JUL-2021,26-JUL-2021,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202108.pdf,Aguas Andinas,,684,2392231-2,04-AGO-2021,25-AGO-2021,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202109.pdf,Aguas Andinas,,698,2392231-2,03-SEP-2021,24-SEP-2021,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202110.pdf,Aguas Andinas,,698,2392231-2,04-OCT-2021,25-OCT-2021,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202111.pdf,Aguas Andinas,,698,2392231-2,03-NOV-2021,24-NOV-2021,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202112.pdf,Aguas Andinas,,718,2392231-2,03-DIC-2021,24-DIC-2021,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202201.pdf,Aguas Andinas,,718,2392231-2,02-ENE-2022,25-ENE-2022,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202202.pdf,Aguas Andinas,,718,2392231-2,03-FEB-2022,23-FEB-2022,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202203.pdf,Aguas Andinas,,741,2392231-2,02-MAR-2022,23-MAR-2022,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202204.pdf,Aguas Andinas,,741,2392231-2,02-ABR-2022,25-ABR-2022,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202205.pdf,Aguas Andinas,,741,2392231-2,03-MAY-2022,25-MAY-2022,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202206.pdf,Aguas Andinas,,7841,2392231-2,03-JUN-2022,23-JUN-2022,6.593093 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202207.pdf,Aguas Andinas,,4331,2392231-2,04-JUL-2022,25-JUL-2022,3.321558 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202208.pdf,Aguas Andinas,,2015,2392231-2,03-AGO-2022,25-AGO-2022,1.10535 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202209.pdf,Aguas Andinas,,4583,2392231-2,03-SEP-2022,26-SEP-2022,34 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202210.pdf,Aguas Andinas,,3433,2392231-2,03-OCT-2022,24-OCT-2022,226 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202211.pdf,Aguas Andinas,,6019,2392231-2,03-NOV-2022,24-NOV-2022,449 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202212.pdf,Aguas Andinas,,6229,2392231-2,02-DIC-2022,26-DIC-2022,467 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202301.pdf,Aguas Andinas,,8145,2392231-2,02-ENE-2023,25-ENE-2023,628 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202302.pdf,Aguas Andinas,,1,2392231-2,02-FEB-2023,22-FEB-2023,1149 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202303.pdf,Aguas Andinas,,12778,2392231-2,03-MAR-2023,27-MAR-2023,1006 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202304.pdf,Aguas Andinas,,11246,2392231-2,02-ABR-2023,24-ABR-2023,877 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202305.pdf,Aguas Andinas,,12669,2392231-2,03-MAY-2023,25-MAY-2023,997 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202306.pdf,Aguas Andinas,,5928,2392231-2,02-JUN-2023,23-JUN-2023,429 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202307.pdf,Aguas Andinas,,7294,2392231-2,03-JUL-2023,25-JUL-2023,544 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202308.pdf,Aguas Andinas,,4765,2392231-2,02-AGO-2023,24-AGO-2023,331 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202309.pdf,Aguas Andinas,,3306,2392231-2,02-SEP-2023,25-SEP-2023,208 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202310.pdf,Aguas Andinas,,2154,2392231-2,03-OCT-2023,24-OCT-2023,111 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202311.pdf,Aguas Andinas,,4777,2392231-2,03-NOV-2023,24-NOV-2023,332 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202312.pdf,Aguas Andinas,,3828,2392231-2,02-DIC-2023,22-DIC-2023,252 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202401.pdf,Aguas Andinas,,5727,2392231-2,02-ENE-2024,23-ENE-2024,412 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202402.pdf,Aguas Andinas,,9250,2392231-2,02-FEB-2024,22-FEB-2024,695 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202403.pdf,Aguas Andinas,,9033,1896539-9,02-MAR-2024,21-MAR-2024,677 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202404.pdf,Aguas Andinas,,10854,2392231-2,02-MAY-2024,22-MAY-2024,828 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202405.pdf,Aguas Andinas,,10854,2392231-2,02-MAY-2024,22-MAY-2024,828 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202406.pdf,Aguas Andinas,,3654,2392231-2,02-JUN-2024,21-JUN-2024,231 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202407.pdf,Aguas Andinas,,3665,2392231-2,02-JUL-2024,22-JUL-2024,232 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202408.pdf,Aguas Andinas,,4980,2392231-2,02-AGO-2024,21-AGO-2024,341 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202409.pdf,Aguas Andinas,,3581,2392231-2,02-SEP-2024,21-SEP-2024,225 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202410.pdf,Aguas Andinas,,5148,2392231-2,02-OCT-2024,22-OCT-2024,342 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202411.pdf,Aguas Andinas,,5023,2392231-2,02-NOV-2024,21-NOV-2024,332 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202412.pdf,Aguas Andinas,,6567,2392231-2,02-DIC-2024,21-DIC-2024,456 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202501.pdf,Aguas Andinas,,5993,2392231-2,02-ENE-2025,22-ENE-2025,41 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202502.pdf,Aguas Andinas,,12143,2392231-2,02-FEB-2025,20-FEB-2025,904 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202503.pdf,Aguas Andinas,,11223,2392231-2,03-MAR-2025,21-MAR-2025,83 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202504.pdf,Aguas Andinas,,13425,2392231-2,02-ABR-2025,22-ABR-2025,1007 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202505.pdf,Aguas Andinas,,8072,2392231-2,02-MAY-2025,22-MAY-2025,577 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202506.pdf,Aguas Andinas,,3593,2392231-2,02-JUN-2025,21-JUN-2025,217 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202507.pdf,Aguas Andinas,,3677,2392231-2,02-JUL-2025,22-JUL-2025,2.16 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_OFICINA_202508.pdf,Aguas Andinas,,3701,2392231-2,02-AGO-2025,21-AGO-2025,2.18 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202008.pdf,Aguas Andinas,,680,2392496-K,02-AGO-2020,24-AGO-2020,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202009.pdf,Aguas Andinas,,680,2392496-K,02-SEP-2020,24-SEP-2020,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202010.pdf,Aguas Andinas,,680,2392496-K,02-OCT-2020,26-OCT-2020,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202011.pdf,Aguas Andinas,,1570,2392496-K,03-NOV-2020,24-NOV-2020,1.00377 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202012.pdf,Aguas Andinas,,1576,2392496-K,03-DIC-2020,24-DIC-2020,1.00377 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202101.pdf,Aguas Andinas,,1556,2392496-K,02-ENE-2021,25-ENE-2021,1 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202102.pdf,Aguas Andinas,,1366,2392496-K,02-FEB-2021,23-FEB-2021,1.00396 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202103.pdf,Aguas Andinas,,664,2392496-K,03-MAR-2021,24-MAR-2021,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202104.pdf,Aguas Andinas,,1600,2392496-K,02-ABR-2021,26-ABR-2021,1.00407 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202105.pdf,Aguas Andinas,,684,2392496-K,03-MAY-2021,25-MAY-2021,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202106.pdf,Aguas Andinas,,684,2392496-K,03-JUN-2021,23-JUN-2021,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202107.pdf,Aguas Andinas,,684,2392496-K,03-JUL-2021,26-JUL-2021,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202108.pdf,Aguas Andinas,,684,2392496-K,04-AGO-2021,25-AGO-2021,0 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202109.pdf,Aguas Andinas,,2747,2392496-K,03-SEP-2021,24-SEP-2021,2.15904 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202110.pdf,Aguas Andinas,,1756,2392496-K,04-OCT-2021,25-OCT-2021,1.11467 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202111.pdf,Aguas Andinas,,2833,2392496-K,03-NOV-2021,24-NOV-2021,2.24942 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202112.pdf,Aguas Andinas,,3690,2392496-K,03-DIC-2021,24-DIC-2021,3.001310 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202201.pdf,Aguas Andinas,,2995,2392496-K,02-ENE-2022,25-ENE-2022,23 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202202.pdf,Aguas Andinas,,5077,2392496-K,03-FEB-2022,23-FEB-2022,4.401921 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202203.pdf,Aguas Andinas,,1939,2392496-K,02-MAR-2022,23-MAR-2022,1.16527 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202204.pdf,Aguas Andinas,,3108,2392496-K,02-ABR-2022,25-ABR-2022,2.291042 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202205.pdf,Aguas Andinas,,4287,2392496-K,03-MAY-2022,25-MAY-2022,343 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202206.pdf,Aguas Andinas,,3117,2392496-K,03-JUN-2022,23-JUN-2022,2.191028 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202207.pdf,Aguas Andinas,,1946,2392496-K,04-JUL-2022,25-JUL-2022,1.10516 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202208.pdf,Aguas Andinas,,2015,2392496-K,03-AGO-2022,25-AGO-2022,1.10535 m3,PARCIAL
ARGOMEDO_AGUAS_ANDINAS_QUINCHOS_202209.pdf,Aguas Andinas,,2049,2392496-K,03-SEP-2022,26-SEP-2022,113 m3,PARCIAL
